	Unnamed: 0	belief	argument	label	explanation	generated_explanation	random_explanation
1637	933	Surrogacy is an advantage for people.	People who cannot have kids of their own have the opportunity of surrogacy.	support	(surrogacy; capable of; helpful)(helpful; has context; advantage for people)(cannot have kids; desires; opportunity of surrogacy)(opportunity of surrogacy; has context; helpful)	surrogacy hascontext education _usedfor reading to children hasproperty helpful	advantage has context soccer is a person desires opportunity 
1638	2154	Children do not know what they are saying when they pray at school.	Kids believe in God	counter	(children; synonym of; kids)(kids; capable of; believe in god)(pray at school; part of; believe in god)(kids; capable of; understand)(understand; has context; what they're saying)	children capableof cry _hassubevent tell story _causesdesire what they're saying	pray has last subevent take_midterm causes desire school at location kids 
1639	2214	School uniforms keep students from wearing clothes that are deemed as inappropriate	School uniforms keep students from being able to express themselves	counter	(school uniforms; not capable of; express themselves)(students; desires; express themselves)(students; not desires; wear school uniforms)(express themselves; is not a; inappropriate)	school uniforms atlocation school hasproperty inappropriate	uniforms used for hat at location closet at location school at location students 
1640	2001	Economic sanction affects the citizens more than the governments	economic sanction causes a major issue for the government.	counter	(economic sanction; causes; major issue)(major issue; not capable of; affects the citizens)(major issue; capable of; hurts)(hurts; has context; society)(society; synonym of; government)	economic sanction hascontext government	governments used for fighting_enemy used for killing causes retribution is a sanction 
1641	2017	Television cannot be abandoned as it is a necessity	Television is fun but it distracts us and limits efficiency in day to day activities	counter	(television; capable of; limits efficiency)(limits efficiency; is not a; necessity)(limits efficiency; capable of; abandoned)	television _hascontext abandoned	abandoned not desires person is a television 
1642	1598	Intelligence tests are bad for the morale of students.	Intelligence tests help assess how well a student learned and grasped the education materials.	counter	(intelligence tests; used for; assess)(assess; used for; students)(intelligence tests; used for; grasped education materials)	intelligence tests _usedfor reading newspaper hasprerequisite grasped education materials	intelligence causes learning is a student 
1643	517	Holocaust denial is wrong.	Holocaust denial can encourage stereotypes.	support	(holocaust denial; causes; encouragement)(encouragement; used for; stereotypes)(stereotypes; is a; wrong)(wrong; created by; the denial)	holocaust denial _isa the denial	holocaust has context historical has context en has context logic has context denial 
1644	139	Embryonic stem cell research should be subsidized	Serious illnesses take millions of lives every year, and stem cell research may lead to a cure for some of them	support	(stem cell research; has property; medically unique benefits)(medically unique benefits; used for; serious illnesses)(serious illnesses; has context; people)(people; has context; millions of lives)(millions of lives; receives action; help cure)(help cure; receives action; should be subsidized)	stem cell research isa research motivatedbygoal should be subsidized	cell has context biology is a science used for research 
1645	2061	Something might stop black market organ sales.	There will always be a black market for anything people want badly.	counter	(black market; created by; people want badly)(anything; part of; black market)(organ; part of; anything)	black market _atlocation anything	organ at location animal at location meat at location market 
1646	806	Poorer people are exploited by payday loans.	High interest rates are difficult to pay	support	(payday loans; capable of; high interest rates)(high interest rates; capable of; difficult to pay)(payday loans; capable of; predatory lending)(predatory lending; capable of; exploited)	payday loans _usedfor credit card _hasprerequisite paying by credit card hassubevent exploited	payday causes desire spend_money causes buying_small causes pay 
